ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
19270,0.02,1.00,0.33,0.67,0.38,0.70,0.60,0.50,0.40,0.20,0.20,0.17,0.10,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
18802,0.14,1.00,0.33,0.67,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.12,0.21,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.00
22426,0.24,1.00,0.33,0.33,0.21,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.19,0.08,0.34,0.00,0.00,0.03,0.00,0.23,0.00
7302,0.38,1.00,0.17,0.33,0.22,0.00,0.00,0.00,0.10,0.10,0.20,0.15,0.08,0.09,0.16,0.13,0.30,0.01,0.00,0.00,0.08,0.01,0.01
26942,0.00,0.00,0.33,0.67,0.12,0.30,0.40,0.40,0.40,0.40,0.40,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.01
15086,0.25,0.00,0.17,0.67,0.24,0.40,0.40,0.40,0.20,0.20,0.40,0.27,0.21,0.17,0.30,0.24,0.38,0.02,0.00,0.01,0.03,0.00,0.01
27332,0.26,0.00,0.33,0.33,0.48,0.20,0.20,0.20,0.40,0.20,0.20,0.29,0.21,0.18,0.31,0.21,0.36,0.01,0.01,0.00,0.01,0.01,0.01
804,0.21,0.00,0.33,0.67,0.14,0.20,0.20,0.20,0.00,0.00,0.00,0.17,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7719,0.22,1.00,0.17,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.00,0.18,0.09,0.09,0.17,0.08,0.26,0.01,0.00,0.01,0.00,0.00,0.00
25277,0.16,1.00,0.17,0.67,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.01,0.01,0.01
8045,0.15,1.00,0.33,0.33,0.09,0.30,0.40,0.20,0.20,0.20,0.20,0.21,0.14,0.13,0.23,0.15,0.32,0.00,0.00,0.00,0.00,0.01,0.01
12781,0.20,0.00,0.17,0.33,0.43,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.11,0.24,0.08,0.26,0.01,0.03,0.09,0.00,0.00,0.02
25070,0.23,0.00,0.17,0.33,0.47,0.20,0.20,0.20,0.20,0.20,0.20,0.35,0.29,0.22,0.29,0.22,0.36,0.01,0.01,0.01,0.01,0.01,0.01
4151,0.31,1.00,0.17,0.33,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.07,0.09,0.16,0.09,0.27,0.00,0.00,0.00,0.02,0.02,0.01
4710,0.04,1.00,0.33,0.67,0.19,0.30,0.10,0.20,0.20,0.10,0.10,0.17,0.11,0.11,0.16,0.09,0.26,0.06,0.00,0.00,0.05,0.03,0.10
2254,0.23,1.00,0.50,0.33,0.19,0.10,0.10,0.10,0.10,0.10,0.20,0.15,0.07,0.09,0.16,0.10,0.28,0.00,0.00,0.00,0.04,0.00,0.00
17698,0.12,1.00,0.17,0.33,0.43,0.20,0.20,0.20,0.20,0.20,0.10,0.16,0.08,0.10,0.18,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.00
8138,0.37,0.00,0.17,0.33,0.31,0.40,0.20,0.20,0.20,0.20,0.20,0.26,0.19,0.16,0.29,0.22,0.37,0.01,0.00,0.01,0.01,0.01,0.01
22661,0.19,1.00,0.50,0.33,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7609,0.15,1.00,0.33,0.33,0.24,0.10,0.10,0.00,0.00,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
13245,0.27,1.00,0.33,0.33,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.33,0.26,0.20,0.17,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
21313,0.02,0.00,0.50,0.33,0.50,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
11152,0.49,0.00,0.17,0.67,0.21,0.20,0.10,0.10,0.20,0.20,0.20,0.21,0.07,0.12,0.21,0.13,0.28,0.00,0.03,0.00,0.00,0.00,0.00
2069,0.11,1.00,0.33,0.33,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.16,0.08,0.09,0.16,0.09,0.27,0.01,0.00,0.00,0.01,0.02,0.00
12677,0.05,1.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
5633,0.40,0.00,0.33,0.33,0.41,0.20,0.20,0.20,0.20,0.20,0.20,0.39,0.34,0.24,0.42,0.36,0.48,0.01,0.01,0.01,0.02,0.03,0.02
349,0.02,1.00,0.33,0.67,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
29700,0.01,0.00,0.33,0.33,0.19,0.20,0.20,0.20,0.20,0.40,0.40,0.15,0.08,0.09,0.17,0.10,0.27,0.00,0.00,0.01,0.00,0.00,0.00
657,0.18,1.00,0.17,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.21,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
8271,0.05,1.00,0.17,0.67,0.19,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.10,0.10,0.19,0.11,0.29,0.00,0.00,0.00,0.00,0.00,0.01
28033,0.13,1.00,0.17,0.67,0.16,0.20,0.20,0.40,0.20,0.20,0.40,0.22,0.15,0.13,0.24,0.17,0.33,0.01,0.00,0.00,0.01,0.00,0.01
16554,0.00,0.00,0.17,0.67,0.16,0.50,0.40,0.40,0.90,0.90,0.90,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
29255,0.02,0.00,0.33,0.33,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.10,0.27,0.00,0.00,0.00,0.00,0.01,0.00
5277,0.20,1.00,0.83,0.33,0.24,0.20,0.20,0.20,0.00,0.00,0.10,0.22,0.09,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
19568,0.21,1.00,0.50,0.33,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
13021,0.04,0.00,0.33,0.67,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
27243,0.17,0.00,0.50,0.33,0.28,0.10,0.10,0.10,0.20,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
14382,0.01,0.00,0.50,0.67,0.07,0.20,0.20,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
637,0.04,0.00,0.33,0.33,0.34,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
19095,0.05,1.00,0.33,0.67,0.41,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.11,0.21,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
11994,0.02,0.00,0.17,0.67,0.02,0.20,0.20,0.20,0.50,0.40,0.20,0.16,0.09,0.10,0.19,0.11,0.28,0.01,0.00,0.00,0.00,0.00,0.00
21899,0.03,1.00,0.17,0.67,0.10,0.20,0.20,0.20,0.40,0.40,0.40,0.18,0.10,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
24542,0.21,0.00,0.17,0.67,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.17,0.08,0.26,0.00,0.00,0.01,0.00,0.01,0.01
4272,0.22,1.00,0.33,0.33,0.53,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
12448,0.02,0.00,0.17,0.67,0.16,0.20,0.20,0.40,0.20,0.20,0.20,0.16,0.08,0.09,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
29128,0.22,1.00,0.50,0.33,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.01,0.00
10061,0.04,1.00,0.50,0.33,0.69,0.20,0.20,0.20,0.40,0.20,0.20,0.18,0.10,0.11,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
20948,0.06,0.00,0.33,0.33,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
16672,0.09,0.00,0.17,0.67,0.22,0.10,0.40,0.40,0.10,0.10,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
25631,0.11,1.00,0.33,0.67,0.16,0.10,0.40,0.40,0.10,0.10,0.00,0.15,0.07,0.09,0.17,0.08,0.26,0.00,0.00,0.01,0.00,0.00,0.01
9987,0.00,0.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.10,0.15,0.07,0.09,0.17,0.09,0.26,0.00,0.00,0.00,0.00,0.00,0.00
4217,0.04,0.00,0.33,0.67,0.21,0.30,0.40,0.40,0.40,0.40,0.40,0.18,0.11,0.11,0.20,0.12,0.30,0.00,0.00,0.00,0.00,0.02,0.00
522,0.35,0.00,0.17,0.67,0.12,0.10,0.10,0.10,0.20,0.20,0.10,0.15,0.07,0.12,0.28,0.19,0.36,0.00,0.04,0.07,0.03,0.31,0.32
27105,0.05,0.00,0.33,0.33,0.45,0.20,0.20,0.20,0.20,0.20,0.40,0.17,0.10,0.10,0.19,0.12,0.29,0.00,0.00,0.00,0.01,0.00,0.00
8644,0.03,0.00,0.33,0.67,0.26,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.02,0.00,0.00
21390,0.18,0.00,0.50,0.33,0.79,0.40,0.40,0.40,0.40,0.20,0.20,0.31,0.25,0.19,0.34,0.27,0.41,0.01,0.01,0.00,0.01,0.02,0.02
2575,0.17,0.00,0.17,0.33,0.47,0.20,0.20,0.20,0.20,0.20,0.20,0.29,0.22,0.18,0.32,0.25,0.39,0.01,0.00,0.01,0.01,0.02,0.01
4057,0.00,1.00,0.50,0.33,0.05,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
9671,0.16,0.00,0.17,0.67,0.47,0.40,0.40,0.90,0.90,0.90,0.90,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
27611,0.04,1.00,0.33,0.33,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
24821,0.25,0.00,0.17,0.33,0.16,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
4956,0.27,0.00,0.17,0.67,0.21,0.10,0.10,0.20,0.20,0.20,0.20,0.15,0.21,0.17,0.30,0.23,0.38,0.17,0.00,0.01,0.01,0.01,0.01
3271,0.15,0.00,0.17,0.33,0.33,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.10,0.27,0.01,0.00,0.02,0.02,0.01,0.00
3875,0.29,1.00,0.33,0.33,0.38,0.10,0.10,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
12601,0.03,0.00,0.33,1.00,0.34,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
21091,0.19,0.00,0.17,0.33,0.26,0.10,0.10,0.10,0.20,0.20,0.20,0.15,0.10,0.10,0.26,0.10,0.28,0.04,0.01,0.11,0.02,0.05,0.04
27295,0.17,0.00,0.17,0.33,0.41,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
20860,0.24,0.00,0.17,0.33,0.33,0.20,0.10,0.10,0.10,0.10,0.40,0.42,0.07,0.09,0.17,0.08,0.26,0.01,0.00,0.01,0.00,0.00,0.00
10379,0.30,1.00,0.17,0.67,0.14,0.10,0.10,0.10,0.10,0.00,0.10,0.15,0.07,0.09,0.16,0.08,0.38,0.00,0.00,0.00,0.00,0.36,0.01
3141,0.07,1.00,0.33,0.67,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
4900,0.31,1.00,0.17,0.67,0.12,0.30,0.00,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.27,0.00,0.00,0.00,0.00,0.01,0.00
20838,0.19,0.00,0.50,0.33,0.40,0.40,0.20,0.20,0.20,0.20,0.20,0.28,0.18,0.12,0.23,0.15,0.32,0.01,0.01,0.01,0.01,0.01,0.01
4072,0.35,0.00,0.17,0.33,0.24,0.10,0.10,0.10,0.10,0.10,0.10,0.16,0.09,0.09,0.17,0.09,0.27,0.03,0.00,0.01,0.02,0.02,0.01
10320,0.04,1.00,0.50,0.67,0.57,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
9830,0.23,0.00,0.33,0.67,0.57,0.10,0.10,0.10,0.20,0.10,0.40,0.15,0.13,0.09,0.16,0.10,0.27,0.07,0.01,0.00,0.03,0.00,0.00
7562,0.11,1.00,0.33,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.40,0.18,0.10,0.10,0.19,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.02
12505,0.14,1.00,0.33,0.33,0.28,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.11,0.11,0.20,0.13,0.30,0.01,0.00,0.00,0.00,0.00,0.00
23559,0.20,1.00,0.33,0.67,0.22,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.14,0.13,0.24,0.16,0.32,0.00,0.00,0.00,0.01,0.01,0.01
15410,0.04,1.00,0.33,0.33,0.55,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.29,0.00,0.00,0.00,0.00,0.00,0.00
7756,0.45,1.00,0.17,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.22,0.17,0.32,0.25,0.39,0.01,0.00,0.01,0.01,0.02,0.01
8956,0.49,0.00,0.17,0.33,0.41,0.10,0.10,0.10,0.10,0.20,0.10,0.15,0.07,0.09,0.17,0.09,0.27,0.01,0.00,0.01,0.00,0.01,0.01
16896,0.19,0.00,0.00,0.67,0.33,0.30,0.00,0.10,0.10,0.10,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
27252,0.04,0.00,0.33,0.33,0.38,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
26725,0.20,0.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.10,0.19,0.09,0.27,0.00,0.00,0.00,0.00,0.01,0.01
14378,0.04,0.00,0.50,0.67,0.09,0.40,0.20,0.20,0.40,0.40,0.40,0.18,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.01,0.00,0.00
26876,0.25,0.00,0.17,0.33,0.33,0.20,0.20,0.00,0.00,0.00,0.00,0.18,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
1297,0.19,1.00,0.33,0.33,0.22,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.01
18535,0.24,1.00,0.50,0.00,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.20,0.16,0.24,0.14,0.30,0.15,0.01,0.00,0.00,0.01,0.00
787,0.22,1.00,0.17,0.33,0.24,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.17,0.10,0.29,0.00,0.00,0.01,0.02,0.05,0.01
8809,0.02,0.00,0.33,0.33,0.66,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.26,0.00,0.00,0.00,0.00,0.00,0.00
19674,0.49,1.00,0.17,0.67,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.10,0.17,0.09,0.27,0.01,0.01,0.01,0.01,0.04,0.01
19729,0.31,1.00,0.33,0.33,0.24,0.20,0.20,0.20,0.20,0.20,0.20,0.29,0.21,0.16,0.27,0.19,0.33,0.01,0.00,0.01,0.01,0.01,0.00
26207,0.17,1.00,0.50,0.33,0.26,0.20,0.20,0.20,0.10,0.20,0.20,0.15,0.07,0.09,0.27,0.17,0.33,0.00,0.00,0.13,0.01,0.01,0.01
3326,0.07,1.00,0.33,0.67,0.41,0.20,0.20,0.00,0.00,0.00,0.00,0.22,0.06,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
20131,0.29,1.00,0.33,0.33,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.01
328,0.33,0.00,0.33,0.33,0.59,0.00,0.10,0.10,0.00,0.00,0.00,0.19,0.11,0.09,0.16,0.11,0.27,0.05,0.00,0.00,0.04,0.02,0.15
20021,0.01,1.00,0.50,0.67,0.17,0.30,0.10,0.50,0.40,0.40,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.01
6704,0.12,0.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.10,0.20,0.26,0.19,0.13,0.23,0.09,0.28,0.00,0.00,0.00,0.02,0.05,0.00
12816,0.02,0.00,0.33,0.33,0.22,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
27263,0.46,0.00,0.50,0.67,0.28,0.40,0.40,0.20,0.20,0.20,0.20,0.61,0.54,0.36,0.60,0.48,0.56,0.00,0.01,0.02,0.02,0.03,0.03
10631,0.11,1.00,0.33,0.33,0.10,0.20,0.20,0.20,0.20,0.40,0.20,0.22,0.14,0.13,0.24,0.16,0.32,0.00,0.00,0.01,0.00,0.01,0.01
19462,0.02,1.00,0.33,0.33,0.48,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
826,0.04,1.00,0.33,0.33,0.05,0.30,0.40,0.20,0.20,0.20,0.40,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
16205,0.07,1.00,0.50,0.33,0.34,0.20,0.20,0.10,0.20,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
5026,0.04,0.00,0.33,0.33,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.00
13215,0.07,1.00,0.50,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.13,0.12,0.23,0.15,0.31,0.00,0.00,0.00,0.00,0.01,0.00
27461,0.29,0.00,0.33,0.33,0.43,0.10,0.10,0.10,0.00,0.10,0.20,0.15,0.08,0.09,0.16,0.09,0.27,0.02,0.00,0.00,0.01,0.00,0.01
4414,0.34,0.00,0.17,0.33,0.31,0.10,0.10,0.40,0.20,0.10,0.20,0.15,0.07,0.09,0.16,0.16,0.32,0.00,0.00,0.00,0.13,0.01,0.01
18601,0.12,1.00,0.17,0.67,0.07,0.20,0.20,0.20,0.20,0.00,0.00,0.26,0.19,0.16,0.16,0.08,0.26,0.01,0.01,0.00,0.00,0.00,0.00
17392,0.30,1.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.11,0.27,0.00,0.00,0.00,0.05,0.04,0.01
24625,0.27,0.00,0.17,0.67,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.07,0.09,0.20,0.08,0.26,0.00,0.00,0.05,0.00,0.00,0.00
6331,0.04,0.00,0.33,0.67,0.05,0.40,0.20,0.20,0.20,0.20,0.20,0.18,0.11,0.11,0.18,0.12,0.27,0.00,0.00,0.00,0.00,0.00,0.00
2631,0.07,1.00,0.50,0.33,0.59,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.13,0.12,0.21,0.14,0.31,0.00,0.00,0.00,0.00,0.00,0.00
11580,0.23,1.00,0.17,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.08,0.10,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
17920,0.04,0.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.10,0.11,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
20023,0.24,1.00,0.17,0.67,0.16,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.22,0.18,0.33,0.26,0.41,0.02,0.01,0.01,0.01,0.03,0.01
29929,0.16,0.00,0.50,0.33,0.43,0.10,0.10,0.10,0.10,0.10,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.01,0.00,0.00
26366,0.22,1.00,0.17,0.67,0.29,0.20,0.20,0.20,0.20,0.20,0.20,0.34,0.28,0.21,0.33,0.21,0.36,0.01,0.01,0.01,0.01,0.01,0.01
17988,0.04,0.00,0.33,1.00,0.47,0.40,0.40,0.40,0.40,0.40,0.20,0.18,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.01
7365,0.41,1.00,0.33,0.33,0.16,0.20,0.20,0.10,0.20,0.20,0.10,0.22,0.13,0.17,0.27,0.17,0.29,0.00,0.09,0.00,0.00,0.09,0.13
1516,0.04,1.00,0.33,0.67,0.07,0.20,0.20,0.20,0.10,0.10,0.40,0.19,0.11,0.11,0.16,0.12,0.30,0.00,0.00,0.00,0.07,0.00,0.00
9565,0.14,0.00,0.33,0.67,0.09,0.20,0.20,0.10,0.20,0.20,0.20,0.21,0.11,0.14,0.23,0.15,0.27,0.00,0.05,0.01,0.01,0.02,0.01
11167,0.06,1.00,0.17,0.67,0.07,0.10,0.10,0.20,0.20,0.10,0.10,0.15,0.08,0.09,0.16,0.08,0.27,0.02,0.00,0.00,0.01,0.02,0.01
18864,0.12,1.00,0.33,0.33,0.12,0.40,0.20,0.20,0.20,0.20,0.00,0.23,0.16,0.11,0.21,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
3928,0.47,1.00,0.17,0.33,0.50,0.10,0.10,0.10,0.10,0.10,0.10,0.16,0.08,0.09,0.17,0.09,0.27,0.01,0.01,0.01,0.01,0.01,0.02
26436,0.15,1.00,0.17,0.33,0.36,0.10,0.10,0.10,0.10,0.10,0.20,0.15,0.07,0.09,0.17,0.09,0.26,0.01,0.00,0.01,0.01,0.00,0.01
18722,0.25,1.00,0.33,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.31,0.23,0.18,0.32,0.25,0.39,0.01,0.01,0.01,0.01,0.02,0.02
2161,0.35,0.00,0.17,0.33,0.53,0.20,0.20,0.20,0.20,0.20,0.20,0.36,0.28,0.21,0.34,0.24,0.36,0.01,0.00,0.01,0.01,0.01,0.01
25390,0.21,1.00,0.33,0.67,0.14,0.20,0.20,0.40,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.11,0.29,0.01,0.00,0.00,0.00,0.00,0.00
18306,0.22,1.00,0.50,0.00,0.16,0.10,0.10,0.10,0.40,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
26020,0.12,1.00,0.33,0.33,0.29,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.02
7906,0.06,1.00,0.33,0.67,0.02,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.10,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
21070,0.44,0.00,0.17,0.67,0.22,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.27,0.00,0.00,0.00,0.00,0.03,0.00
20242,0.01,1.00,0.50,0.67,0.50,0.10,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
11039,0.10,1.00,0.33,0.33,0.47,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
19304,0.22,1.00,0.17,0.33,0.17,0.20,0.20,0.10,0.40,0.20,0.20,0.17,0.08,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
7754,0.01,0.00,0.33,0.67,0.02,0.20,0.20,0.00,0.00,0.10,0.10,0.16,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
28811,0.05,1.00,0.17,0.67,0.43,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.28,0.03,0.00,0.00,0.00,0.01,0.00
4026,0.25,1.00,0.33,0.67,0.14,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.09,0.26,0.00,0.00,0.00,0.02,0.01,0.00
7945,0.01,1.00,0.33,0.33,0.28,0.20,0.20,0.40,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
15152,0.02,1.00,0.33,0.67,0.02,0.30,0.40,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
13910,0.08,1.00,0.50,0.33,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.15,0.13,0.24,0.16,0.33,0.00,0.00,0.00,0.00,0.01,0.01
1761,0.19,0.00,0.17,0.33,0.55,0.20,0.20,0.00,0.00,0.10,0.10,0.32,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
2516,0.04,1.00,0.33,0.33,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.12,0.28,0.00,0.00,0.00,0.00,0.00,0.00
3283,0.22,1.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.23,0.15,0.14,0.25,0.18,0.34,0.00,0.00,0.00,0.01,0.01,0.01
